,lon,lat,city,state
713,-78.8689155,38.4495688,Harrisonburg,VA
237,-78.7686297,39.5031465,Fort Ashby,WV
1167,-78.744572,42.9026136,Cheektowaga,NY
201,-78.726407,34.6568361,Dublin,NC
1158,-78.6381787,35.7795897,Raleigh,NC
1630,-78.6381787,35.7795897,Raleigh,NC
340,-78.5097228,35.9798734,Wake Forest,NC
631,-78.5097228,35.9798734,Wake Forest,NC
277,-78.5030622,35.0154469,Salemburg,NC
1111,-78.3413918,37.683478,Arvonia,VA
1393,-78.3233325,34.9979453,Clinton,NC
252,-78.1633341,39.1856597,Winchester,VA
1413,-78.0649983,38.5126247,Norman,VA
215,-78.0647387,43.193393,Clarendon,NY
1215,-77.9636513,40.0626872,Fort Littleton,PA
575,-77.8824596,37.5643209,Powhatan County,VA
401,-77.6930602,43.2097837,Greece,NY
1573,-77.6418724,38.9756745,Aldie,VA
1172,-77.6109219,43.16103,Rochester,NY
1239,-77.5816353,35.2626635,Kinston,NC
326,-77.5424809,36.6859829,Emporia,VA
152,-77.5358049,35.8968236,Tarboro,NC
1557,-77.5355335,36.5320954,Pleasant Hill,NC
1222,-77.4605399,38.3031837,Fredericksburg,VA
10,-77.4388719,41.9572933,Knoxville,PA
582,-77.4360481,37.5407246,Richmond,VA
1250,-77.4360481,37.5407246,Richmond,VA
811,-77.4105409,39.4142688,Frederick,MD
1564,-77.4083086,38.4220687,Stafford,VA
591,-77.3663538,35.612661,Greenville,NC
1214,-77.2872001,37.3043154,Hopewell,VA
636,-77.1807842,38.2664512,King George,VA
270,-77.1735312,39.8716058,Straban Township,PA
1595,-77.1710914,38.882334,Falls Church,VA
363,-77.1067698,38.8799697,Arlington,VA
187,-77.0368707,38.9071923,Washington,DC
812,-77.0368707,38.9071923,Washington,DC
830,-77.0368707,38.9071923,Washington,DC
877,-77.0368707,38.9071923,Washington,DC
1073,-77.0368707,38.9071923,Washington,DC
1477,-77.0368707,38.9071923,Washington,DC
1500,-77.0368707,38.9071923,Washington,DC
1671,-77.0368707,38.9071923,Washington,DC
349,-76.8966397,38.9340002,Landover,MD
1196,-76.8966397,38.9340002,Landover,MD
612,-76.8894171,38.8576128,District Heights,MD
1578,-76.8867008,40.2731911,Harrisburg,PA
1292,-76.8755282,39.0045544,Greenbelt,MD
759,-76.8610462,39.2037144,Columbia,MD
727,-76.8294213,39.4695489,Reisterstown,MD
76,-76.7952525,39.3673278,Randallstown,MD
1562,-76.7952525,39.3673278,Randallstown,MD
458,-76.7802528,39.4195499,Owings Mills,MD
788,-76.727745,39.9625984,York,PA
1417,-76.727745,39.9625984,York,PA
245,-76.7267773,39.1137602,Fort Meade,MD
1700,-76.7224727,39.3742729,Pikesville,MD
78,-76.7083033,40.2653681,Hummelstown,PA
58,-76.6121893,39.2903848,Baltimore,MD
855,-76.6121893,39.2903848,Baltimore,MD
1248,-76.6121893,39.2903848,Baltimore,MD
1249,-76.6121893,39.2903848,Baltimore,MD
1522,-76.6121893,39.2903848,Baltimore,MD
574,-76.5852462,40.2775915,Campbelltown,PA
986,-76.5835621,36.7282054,Suffolk,VA
111,-76.474962,39.3092743,Essex,MD
478,-76.4730122,37.0870821,Newport News,VA
943,-76.4394056,39.3342744,Middle River,MD
457,-76.3868797,37.2103925,York County,VA
1162,-76.3482931,39.5359406,Bel Air,MD
366,-76.3055144,40.0378755,Lancaster,PA
224,-76.2982742,36.8354258,Portsmouth,VA
300,-76.2982742,36.8354258,Portsmouth,VA
29,-76.2874927,36.7682088,Chesapeake,VA
1309,-76.2874927,36.7682088,Chesapeake,VA
1017,-76.2858726,36.8507689,Norfolk,VA
1183,-76.2858726,36.8507689,Norfolk,VA
1210,-76.2858726,36.8507689,Norfolk,VA
1305,-76.2858726,36.8507689,Norfolk,VA
1401,-76.2858726,36.8507689,Norfolk,VA
1098,-76.2772223,39.4622357,Abingdon,MD
1107,-76.1474244,43.0481221,Syracuse,NY
1011,-76.0627266,39.6978871,Rising Sun,MD
345,-76.0001965,43.2478466,Constantia,NY
676,-75.977985,36.8529263,Virginia Beach,VA
677,-75.977985,36.8529263,Virginia Beach,VA
630,-75.9413327,39.6001132,North East,MD
108,-75.9268747,40.3356483,Reading,PA
186,-75.8332718,39.6067789,Elkton,MD
599,-75.7893604,41.3259134,Pittston,PA
643,-75.6054882,39.9606643,West Chester,PA
330,-75.6046494,39.2998339,Smyrna,DE
158,-75.5993692,38.3606736,Salisbury,MD
729,-75.5397878,39.7390721,Wilmington,DE
132,-75.4901833,40.6084305,Allentown,PA
1480,-75.4657542,39.0090017,Frederica,DE
170,-75.4596404,39.8006685,Claymont,DE
692,-75.3557457,39.849557,Chester,PA
1092,-75.3557457,39.849557,Chester,PA
1194,-75.3557457,39.849557,Chester,PA
964,-75.3528779,41.5605542,Canaan Township,PA
1004,-75.3076883,39.957902,Upper Darby,PA
935,-75.1812913,40.9995386,East Stroudsburg,PA
863,-75.1749671,40.028521,Germantown,PA
544,-75.1652215,39.9525839,Philadelphia,PA
1270,-75.1652215,39.9525839,Philadelphia,PA
1328,-75.1652215,39.9525839,Philadelphia,PA
1684,-75.1652215,39.9525839,Philadelphia,PA
474,-75.1196199,39.9259463,Camden,NJ
888,-75.1196199,39.9259463,Camden,NJ
1289,-75.0259637,39.4863773,Vineland,NJ
687,-74.9813084,44.6697805,Potsdam,NY
60,-74.8623203,39.6573556,Winslow,NJ
296,-74.7429384,40.2170534,Trenton,NJ
408,-74.7227291,40.9601024,Byram,NJ
247,-74.6796651,40.2115109,Hamilton,NJ
1269,-74.4518188,40.4862157,New Brunswick,NJ
1521,-74.4229341,41.4459271,Middletown,NY
494,-74.4229266,39.3642834,Atlantic City,NJ
1648,-74.4229266,39.3642834,Atlantic City,NJ
872,-74.3572646,39.6108492,Little Egg Harbor,NJ
1526,-74.3572646,39.6108492,Little Egg Harbor Township,NJ
1091,-74.3392821,39.9711696,Manchester,NJ
1561,-74.3392821,39.9711696,Manchester,NJ
30,-74.307282,40.4128551,Old Bridge,NJ
460,-74.2948983,44.8486596,Malone,NY
754,-74.2846022,40.5575986,Woodbridge,NJ
1463,-74.171811,40.9167654,Paterson,NJ
610,-74.1502007,40.5795317,Staten Island,NY
639,-74.1371832,40.0578384,Brick Township,NJ
1301,-74.1334647,42.6253546,Berne,NY
394,-74.1243063,40.8120171,Lyndhurst,NJ
385,-74.1065303,40.443441,Ideal Beach,NJ
464,-74.1040191,43.2217388,Edinburg,NY
803,-74.0868095,41.7475933,New Paltz,NY
374,-74.0434736,40.8859325,Hackensack,NJ
430,-74.0434736,40.8859325,Hackensack,NJ
313,-74.0059413,40.7127837,New York,NY
1290,-74.0059413,40.7127837,New York,NY
1359,-74.0059413,40.7127837,New York,NY
1447,-74.0059413,40.7127837,New York,NY
1517,-74.0059413,40.7127837,New York,NY
1529,-74.0059413,40.7127837,New York,NY
96,-73.989306,41.1475954,New City,NY
442,-73.9859414,40.5749261,Coney Island,NY
1272,-73.9709583,42.7870209,Rotterdam,NY
342,-73.9695832,41.5048158,Beacon,NY
1430,-73.9395687,42.8142432,Schenectady,NY
922,-73.8987469,40.9312099,Yonkers,NY
425,-73.8654295,40.8370495,Bronx,NY
656,-73.8370786,40.9125992,Mount Vernon,NY
302,-73.7948516,40.7282239,Queens,NY
383,-73.7948516,40.7282239,Queens,NY
633,-73.6917851,42.7284117,Troy,NY
1291,-73.6917851,42.7284117,Troy,NY
1219,-73.5387341,41.0534302,Stamford,CT
1117,-73.2612615,41.1408363,Fairfield,CT
969,-73.212072,44.4758825,Burlington,VT
1218,-73.212072,44.4758825,Burlington,VT
221,-73.2103934,40.7298207,Islip,NY
1681,-73.1856832,44.491438,Winooski,VT
1473,-73.0724037,41.6743343,Thomaston,CT
613,-72.4334173,41.7689878,Bolton,CT
762,-72.3845301,41.2960159,Old Saybrook,CT
1702,-72.3378744,43.3728635,Claremont,NH
1694,-72.0181743,41.4456444,Mashantucket,CT
485,-71.9662009,44.1670079,Bath,NH
1451,-71.9516746,42.8706048,Peterborough,NH
235,-71.8800628,42.050091,Webster,MA
1372,-71.8647577,42.1167606,Oxford,MA
673,-71.4948322,42.8678693,Merrimack,NH
1227,-71.3825558,41.878711,Pawtucket,RI
50,-71.3273346,42.8806437,Derry,NH
1232,-71.3161718,42.6334247,Lowell,MA
122,-71.2342248,42.6106478,Tewksbury,MA
1432,-71.2134231,41.6259211,Tiverton,RI
402,-71.1270268,42.2832142,Roslindale,MA
1346,-71.0897674,41.900101,Taunton,MA
238,-71.0588801,42.3600825,Boston,MA
443,-71.0588801,42.3600825,Boston,MA
1105,-71.0588801,42.3600825,Boston,MA
1299,-71.0536625,42.40843,Everett,MA
468,-71.0183787,42.0834335,Brockton,MA
1226,-71.0040013,42.2079017,Braintree,MA
516,-70.9494938,42.466763,Lynn,MA
1061,-70.9494938,42.466763,Lynn,MA
45,-70.9410356,42.2180724,Weymouth,MA
761,-70.880049,42.5584283,Beverly,MA
903,-68.7778138,44.8011821,Bangor,ME
99,-68.1203515,46.1644547,Smyrna,ME
1338,-68.0158615,46.681153,Presque Isle,ME
1201,-118.2436197,33.9671978,Florence,CA
1642,-118.2436197,33.9671978,Florence,CA
1012,-118.4389719,34.2819461,San Fernando,CA
1252,NA,NA,Odessa,TX
1253,NA,NA,Indianapolis,IN
1254,NA,NA,Raceland,LA
1255,NA,NA,Macon County,AL
1256,NA,NA,Austin,TX
1257,NA,NA,Eau Claire,WI
1258,NA,NA,Minneapolis,MN
1259,NA,NA,West Springfield,MA
1260,NA,NA,Indianapolis,IN
1261,NA,NA,Oak Hill,OH
1262,NA,NA,Gallatin,TN
